user,item,time,rating
AVaddict,Infinity_Kappa_60_2cs_625263,1006819200,5.0
AVaddict,auto_Make-2001_Toyota_4Runner,1006992000,3.0
AVaddict,613324_Sony_DVP_NC600_B_5_Disc_DVD_Changer,1011830400,4.0
AVaddict,513952_Sony_75W_x_4_Amplifier_XM_1004GX,1012089600,5.0
AVaddict,JBL_S_CENTER_620745,1019001600,4.0
AVaddict,JBL_S38_620727,1024444800,5.0
AVaddict,615498_Kenwood_100W_x_2_Amplifier_KAC_829,1029715200,5.0
AVaddict,Sony_10_Disc_CD_Changer_CDX_757MX___CDX_757MX,1031702400,5.0
AVaddict,Sony_Electronics_Inc_Receiver_STR_DE685_Receivers,1034812800,3.0
AVaddict,auto_Make-2002_Daewoo_Leganza,1036886400,4.0
AVaddict,pr-DVD_Players_Sony_DVP_NS755V_DVD_Player_DVP_NS755V,1037491200,4.0
AVaddict,Pioneer_300W_x_4_Amplifier_GM_X364__Multi_Channel_Amplifiers_GM_X364,1038441600,3.0
AVaddict,Pioneer_300W_x_2_Amplifier_GM_X562__Two_Channel_Amplifiers_GM_X562,1038528000,4.0
AVaddict,JBL_6_5__2_way_Component_Speaker_System_GTO605C__Component_System_GTO605C,1039564800,5.0
AVaddict,Sony_CDX_M730_CD_Reciever___CDX_M730,1040947200,3.0
AVaddict,JBL_6__x_9__3_way_Multi_Element_Speakers_GTO935__Main_Speaker_GTO935,1041638400,4.0
AVaddict,Sony_SLV_N99_VHS_HiFi_VCR__VCR_SLV_N99,1042675200,3.0
AVaddict,DENON_DVD_1600P_ADVANCED_PROGRESSIVE_SCAN_DVD_PLAYER_1,1043020800,3.0
AVaddict,pr-Sony_KV_40XBR800__Standard_Televisions,1044316800,4.0
AVaddict,JBL_S412IIBLACK_Tower_Speakers__Black___Floor_Standing_Speaker_S412IIBLACK,1047427200,3.0
AVaddict,615719_Yamaha_NS_6390_Bookshelf_Speakers,1050278400,3.0
AVaddict,pr-Sony_KV_27FV300__Standard_Televisions,1050364800,4.0
AVaddict,pr-Car_Speakers_Rockford_Fosgate_Punch_Z_RFZ_3812_Car_Subwoofer_Driver_RFZ3812,1053734400,4.0
AVaddict,pr-Sony_STR-DE995_Home_Audio_Receiver,1054857600,5.0
AVaddict,pr-Klipsch_RSW-12_Home_Audio_Subwoofer,1054857600,5.0
AVaddict,pr-Alpine_MRD-M500_Car_Audio_Amplifier,1056240000,5.0
AVaddict,JBL_C608GTI_Coponent_System__Component_System_C608GTI,1060387200,5.0
AVaddict,JBL_12__Powered_Subwoofer_P1220__Subwoofer_P1220,1061856000,5.0
AVaddict,pr-Sony_MZ-NE410_Personal_MiniDisc_Player,1061942400,3.0
AVaddict,pr-Sony_CDX-MP80,1068336000,4.0
AVaddict,elec_Audio_Cassette_Players-Single_Deck_Sony_TC_K-Sony_TC-KA1ESA,1068336000,4.0
AVaddict,pr-Kodak_EasyShare_CX6200_Digital_Camera,1068422400,4.0
AVaddict,Bissell_3591_Cleanview_Power_Trak_Bagless_Vacuum,1070668800,4.0
AVaddict,pr-Sony_DVP-NS325_Multi-disc_DVD_Player,1076544000,3.0
AVaddict,pr-Infinity_Alpha_50_Home_Audio_Main_Stereo_Speaker,1080172800,5.0
AVaddict,pr-Sony_STR-DA1000ES_Home_Audio_Receiver,1080604800,3.0
AVaddict,pr-Infinity_Alpha_1200S_Home_Audio_Subwoofer,1081382400,4.0
AVaddict,pr-Volfenhag_ZX-4712_Car-Subwoofer,1081382400,3.0
AVaddict,pr-Infinity_Alpha_20_Home_Audio_Main_Stereo_Speaker,1092009600,5.0
AVaddict,pr-Sony_MZ-NF520D_Personal_MiniDisc_Player,1092528000,4.0
Ames100,auto_Make-1990_Saab_900_Hatchback,1001462400,5.0
Ames100,auto_Make-1998_BMW_5_Series,1001462400,4.0
Ames100,cmhd-MiscPeripherals-All-Dazzle_Digital_Video_Creator,1004745600,1.0
Ames100,Canon_PowerShot_S30_Digital_Camera_7299A001AA__Camera_7299A001AA,1034812800,5.0
Ames100,Fuji_FinePix_F601_Digital_Camera__Camera_FINEPIXF601,1034812800,5.0
Ames100,Canon_S750_Color_Bubble_Jet_Printer__Printers_7290A001,1041379200,5.0
Ames100,pr-Norcent_DP300_Standard_DVD,1054080000,4.0
Ames100,Sharp_Wizard_OZ_770__PDAs___Handhelds_OZ_770,1055462400,4.0
Ames100,Sharp_EL_6790P_Electronic_Organizer__PDAs___Handhelds_EL_6790P,1055635200,4.0
Ames100,S0049297_Casio_Computer_Co___Ltd__Executive_B_O_S_S__SF-6700SYP,1055635200,3.0
Ames100,offc-Machines-All-Brother_MFC-9600,1081900800,3.0
Ames100,pr-Canon_LIDE20_Flatbed_Scanner,1083456000,1.0
Ames100,pr-Samsung_SCX-4216F_Multifunction_Printer,1083628800,4.0
Ames100,pr-ATI_ALL-IN-WONDER_9000_PRO_Graphics_Card,1093996800,4.0
Ames100,pr-Apple_iPod_Fourth_Gen_20_GB_MAC_PC-M9282LL_A_MP3_Player,1095379200,4.0
Ames100,pr-Samsung_710MP_Flat_Panel_TFT_Monitor,1104192000,3.0
Ames100,NetGear_WGR614_Cable_DSL_Wireless_Router_WGR614DLNA,1108857600,3.0
Ames100,pr-Dell_Inspiron_600M_i600ml1_PC_Notebook,1110585600,3.0
Ames100,pr-Canon_PowerShot_SD200_Digital_IXUS_30_Digital_Camera,1121731200,4.0
Ames100,pr-Vivitar_ViviCam_3750_Digital_Camera,1122163200,2.0
Ames100,pr-ATI_ALL-IN-WONDER_9800_PRO_Graphics_card,1127433600,4.0
Ames100,Polaroid_FLM_3701_Television,1130976000,4.0
Ames100,pr-Remington_Titanium_MicroScreen_MS3-2700_Electric_Shaver,1132617600,4.0
Ames100,LG_GSA_4167B_Super_Multi_Drive_16X_Beige_Face_Double_Layer_DVD_RW_DVD_Burner_Writer_Recorder_Intern_31000151_Burner,1137974400,3.0
Ames100,pr-Sierra_Wireles_Voq_Professional_Phone,1143504000,3.0
Ames100,Archos_Gmini_402_20GB_MP3_Player,1152057600,5.0
Ames100,Canon_PowerShot_A540_Digital_Camera,1152144000,4.0
Ames100,Panasonic_TH_42PX600U_Television,1154995200,4.0
Ames100,RCA_RT2390_500_Watt_Home_Theater_System_System,1158969600,3.0
Ames100,Logitech_MX_610_Laser_Cordless_Mouse_PC_Notebook,1164240000,3.0
Ames100,pr-Kenmore_64814_64812_Top_Freezer_Refrigerator,1170806400,3.0
Ames100,Denon_AVR_1906,1180224000,4.0
Ames100,Philips_DVDR3575H_37,1182470400,4.0
Ames100,BELKIN_F5D7233_Wireless_G_Travel_Router,1197072000,1.0
Ames100,Canon_PSA1000_IS_Digital_Camera,1197763200,3.0
Ames100,Hewlett_Packard_iPAQ_510_Voice_Messenger,1212969600,3.0
Ames100,Fuji_FinePix_F20_Digital_Camera,1213920000,4.0
Ames100,Oster_6058_Toaster_Oven_with_Convection_Cooking,1226880000,4.0
Annie_Crane,Thomas_The_Tank_Engine_Mini_Thomas_Rollercoaster,1084579200,5.0
Annie_Crane,Chicco_Rainbow_Activity_Spinner_32731143,1084665600,5.0
Annie_Crane,LeapFrog_See_and_Learn_Piano_Toy,1085011200,5.0
Annie_Crane,Hasbro_Cat_And_The_Fiddle_Game,1085097600,4.0
Annie_Crane,Little_People_Musical_Zoo_Train,1089590400,5.0
Annie_Crane,Fisher_Price_Little_People_Fun_Sounds_Playground_32724416,1089849600,5.0
Annie_Crane,pr-Kolcraft_Escape_46683,1093219200,3.0
Annie_Crane,The_First_Years_Surprise_Spin_Around,1093305600,4.0
Annie_Crane,Fisher_Price_Tumblin_Giraffe,1094169600,5.0
Annie_Crane,Fisher_Price_Musical_Activity_Keys_32725134,1094256000,4.0
Annie_Crane,Infantino_Shopping_Cart_Cover,1094428800,4.0
Annie_Crane,Learning_Patterns_Attach_n_Play_Monkey,1094860800,3.0
Annie_Crane,Sassy_Mini_Polka_Dot_Rattle,1095120000,5.0
Annie_Crane,pr-Cosco_Tourvia_22-110_Convertible_Car_Seat,1095206400,4.0
Annie_Crane,Fisher_Price_Snap_Lock_Beads,1095552000,4.0
Annie_Crane,Munchkin_Twisty_Figure_8,1095638400,5.0
Annie_Crane,Kids_II_Grip_N_Spin_Rattle_886_12,1095811200,3.0
Annie_Crane,Playskool_My_Very_Soft_Baby,1096416000,5.0
Annie_Crane,Playskool_Speedstars_Maximum_Thrills_Raceway_32725064,1096848000,3.0
Annie_Crane,Strawberry_Shortcake_Berry_Best_Friends_Angel_Cake_and_Vanilla_Icing,1096934400,3.0
Annie_Crane,Learning_Curve_Lamaze_Pupsqueak_Musical_Toy,1097193600,4.0
Annie_Crane,RoseArt_Magnetix_Magnetic_Building_Set_Medium_Box_35_Pieces,1097280000,3.0
Annie_Crane,Fisher_Price_Poppity_Pop_Car,1097539200,4.0
Annie_Crane,Baby_Einstein_Traveling_Flash_Cards_32726884,1097712000,2.0
Annie_Crane,My_Pal_Al_32724315,1098057600,4.0
Annie_Crane,Fisher_Price_Pop_Onz_Busy_Tabletown_32724825,1102636800,4.0
Annie_Crane,Playskool_Tubby_Go_Round_Walker,1103155200,5.0
Annie_Crane,Fisher_Price_Little_People_Melody_the_Mini_Van,1103500800,5.0
Annie_Crane,Little_Tikes_Wiggles_Big_Red_Ride_On_Car,1104451200,4.0
Annie_Crane,Traditional_Disney_Scene_It_The_DVD_Game,1104969600,5.0
Annie_Crane,LeapFrog_Leapster_Multimedia_Learning_System_Target_Exclusive_Red_version_with_Bonus_Carry_Case,1105315200,5.0
Annie_Crane,My_Scene_Shopping_Spree_Barbie_At_The_Levi_s_Store,1105401600,4.0
Annie_Crane,Buenos_Noches_Dora,1105401600,4.0
Annie_Crane,Mattel_My_Scene_Shopping_Spree_Chelsea,1105488000,4.0
Annie_Crane,Fisher_Price_Clip_On_Doodle_Pro,1105574400,4.0
Annie_Crane,LeapFrog_Learning_Friend_Lily,1105833600,4.0
Annie_Crane,Turbo_Charged_Police_Boat,1106006400,4.0
Annie_Crane,Leap_Frog_Soft_Smart_Kitty_Phone,1106006400,5.0
Annie_Crane,Mattel_Tumblin_Monkeys,1106092800,4.0
Annie_Crane,LeapFrog_Toys_LeapFrog_Imagination_Desk_Learning_Center,1106265600,5.0
Annie_Crane,Little_Smart_Letter_Fun,1106265600,4.0
Annie_Crane,Fisher_Price_Sparkling_Symphony_Compose_n_Play_Orchestra_73767,1106611200,4.0
AtlantaGreg,Bissell_Spot_Lifter_1715A_Vacuum_Cleaners,980640000,3.0
AtlantaGreg,pr-Eureka_hand_held_350_Steam_Cleaner_Vacuum,983836800,1.0
AtlantaGreg,hmgd-Large_Appliances-All-Vacuum_Cleaners-Hoover_Bagless_Upright_Vacuum_U5288_900,985824000,4.0
AtlantaGreg,elec-Photo-Cameras-All-Olympus_C-2100_Ultra_Zoom,994032000,5.0
AtlantaGreg,elec-Photo-Cameras-All-Kodak_DC3200,994291200,4.0
AtlantaGreg,elec-Photo-Cameras-All-RCA_CDS1000,1005436800,3.0
AtlantaGreg,Cassiopeia_EM-500_S0333006,1007510400,4.0
AtlantaGreg,Sylvania_L17_17_Flat_Panel_Display__CRT_Monitors_L17,1011052800,1.0
AtlantaGreg,614730_Sony_DSC_F505V_Cyber_Shot_Digital_Still_Camera,1013299200,4.0
AtlantaGreg,Fuji_Finepix_a101_DIG_cam_1_3Mp_8MB__Camera_FP_A101,1015891200,4.0
AtlantaGreg,Sony_DSC_F707_621066,1032220800,4.0
AtlantaGreg,Sony_DSC_U10_Cyber_Shot_U_Digital_Camera_Digital_Cameras,1036281600,4.0
AtlantaGreg,Sony_DSC_U20_Cyber_Shot_U_Digital_Camera_Digital_Cameras,1045008000,4.0
AtlantaGreg,Olympus_W_10_Digital_Voice_Recorder_Portable_Audio,1048377600,3.0
AtlantaGreg,pr-Digital_Cameras-Canon_PowerShot_A300,1052784000,4.0
AtlantaGreg,pr-Minolta_Dimage_G500_Digital_Camera,1067644800,4.0
AtlantaGreg,pr-Fuji_Finepix_S7000_Digital_Camera,1084838400,3.0
AtlantaGreg,pr-Gateway_DC-M42_Digital_Camera,1094342400,2.0
AtlantaGreg,pr-Fuji_FinePix_E550_Digital_Camera,1107820800,4.0
AtlantaGreg,Canon_PowerShot_A510_Digital_Camera_English,1116892800,5.0
AtlantaGreg,Sony_Cyber_Shot_DSC_W5_Digital_Camera,1117152000,5.0
AtlantaGreg,Canon_PowerShot_S3_IS_Digital_Camera,1149292800,3.0
BearySweet,Boomerings,991180800,5.0
BearySweet,Little_Smart_Land_n_Sea_Jamboree,992304000,4.0
BearySweet,Fisher_Price_Rock_A_Stack,994377600,5.0
BearySweet,Activity_Keys,994464000,2.0
BearySweet,Little_Smart_Learning_Center,994636800,5.0
BearySweet,Baby_Smartronics_Cookie_Shape_Surprise_71932,995673600,5.0
BearySweet,Fisher_Price_Peaceful_Planet_Aquarium,996624000,5.0
BearySweet,elec_Cameras-APS_KodakAdvantixx-Kodak_Advantix_4700ix_Text-Zoom,998870400,5.0
BearySweet,Happy_Crane_Construction,1002499200,5.0
BearySweet,Medical_Kit_32724350,1010361600,4.0
BearySweet,Discovery_Toys_Playful_Patterns_Design_Activity,1012867200,5.0
BearySweet,Farm_Hauler_Tractor_Set_Red,1013472000,4.0
BearySweet,Dress_A_Pillar,1014422400,5.0
BearySweet,Processed_Plastics_Playskool_Tyke_Bike_17950,1015200000,4.0
BearySweet,Little_People_Traffic_Control,1015891200,4.0
BearySweet,Little_People_Animal_Sounds_Farm,1016582400,5.0
BearySweet,Magna_Doodle_32724072,1018137600,4.0
BearySweet,Fisher_Price_Shape_Sorting_Winnie_The_Pooh_Wood_Blocks,1018569600,2.0
BearySweet,Hammer_Away,1020211200,5.0
BearySweet,Discovery_Toys_Measure_Up_Cups,1028592000,5.0
BearySweet,Discovery_Toys_Busy_Bath_Activity_Center,1029369600,4.0
BearySweet,Discovery_Toys_Pave_The_Way_Construction_Vehicles,1030492800,5.0
BearySweet,Fisher_Price_Flip_Track_Rail_Road_Set,1033689600,4.0
BearySweet,Discovery_Toys_Hide_Inside,1035158400,4.0
BearySweet,Crayola_8_Ct_Window_Fx_Washable_Markers,1037059200,4.0
BearySweet,Zip_Zaps_Micro_RC_Blue_1995_Honda_Civic_Coupe,1037664000,5.0
BlackBear,Star_Wars_Episode_I_Mos_Espa_Encounter,1110240000,4.0
BlackBear,Hasbro_Clone_Trooper_3_3_4_Inch_Figure_84635,1110326400,5.0
BlackBear,Hasbro_Star_Wars_Episode_II_Arena_Battle_Playset,1114732800,5.0
BlackBear,2007_Nissan_Sentra,1206576000,4.0
BlackBear,Milton_Bradley_Heroscape_Rise_of_The_Valkyrie,1220313600,5.0
BlackBear,Electronic_X_Wing_Fighter,1220572800,5.0
BlackBear,Hasbro_Star_Wars_Darth_Maul_W_Sith_Attack_Droid_3_3_4_Figures_84654,1220659200,4.0
BlackBear,Star_Wars_Dewback_Sandtrooper,1220918400,5.0
BlackBear,Hasbro_Star_Wars_25th_Anniversary_Obi_Wan_Kenobi_and_Darth_Vader_Final_Duel_Deluxe_Boxed_Set,1221004800,5.0
BlackBear,Hiv_Giant_Microbe,1221177600,5.0
BlackBear,Hasbro_Heroscape_Utgar_s_Flag_Bearer,1221177600,4.0
BlackBear,Hasbro_Heroscape_Expansion_Set_Assortment_Grut_Orcs,1221350400,5.0
BlackBear,Hasbro_Heroscape_Expansion_Set_Assortment_Sniper_and_Viper,1221782400,2.0
BlackBear,Hasbro_Reek_Arena_Battle_Beast_84883,1221868800,3.0
BlackBear,Milton_Bradley_Heroscape_Utgar_s_Rage_Minute_Men_and_Wolves,1222214400,2.0
BlackBear,Hasbro_HEROSCAPE_System_Expansion_Set_Zanafor_Discovery_Lawmen_Samurai,1222473600,3.0
BlackBear,Hasbro_Heroscape_Thora_s_Vengeance_Soulborgs,1222646400,5.0
Bouv,Hasbro_Transformers_G1_Mr_Potato_Head_Optimash_Prime_Misb,1212192000,5.0
Bouv,England_Rifts_World_Book_3_Palladium_RPG,1284595200,5.0
Bouv,Palladium_rifts_adventure_guide,1285718400,5.0
Bouv,Palladium_rifts_index_vol_i,1286323200,4.0
Bouv,rifts_index,1286496000,4.0
Bouv,Hasbro_Titanium_Series_Transformers_3_Inch_Metal_Robot_Masters_Optimus_Prime_653569172109,1287964800,4.0
Bouv,Transformers_Universe_Titanium_Series_Die_Cast_Figure_Hot_Zone,1288051200,4.0
Bouv,Palladium_Books_Rifts_Rpg_World_Book_19_Australia,1289260800,4.0
Bouv,Hasbro-Transformers-Power-Core-Combiners-5-Pack-Double-Clutch-with-Rallybots,1331337600,4.0
Bouv,Hasbro-Gi-Joe-Doom-Cycle,1332806400,5.0
Bouv,wizards-of-the-coast-conquest-of-nerath-d-and-d-board-game,1332806400,5.0
Bouv,Hasbro-Surveillance-Port-Exclusive-Playset-GI-Joe-Movie-Rise-of-Cobra,1332806400,5.0
Bouv,Hasbro_Titanium_Series_Transformers_6_Inch_Metal_Cybertron_Heroes_Megatron_G_I_Joe,1332979200,2.0
Bouv,Hasbro_Gi_Joe_Chld_Gij_Cobra_Deviant_W_c,1332979200,3.0
Bouv,Hasbro_Gi_Joe_Chld_Gij_Steel_Marauder_W_k,1332979200,4.0
Bouv,wizards-of-the-coast-dungeons-and-dragons-d-and-d-roleplaying-rpg-player-s-handbook-4th-edition-adm-heroes,1333065600,4.0
Bradman,auto_Make-2002_BMW_330,1043712000,5.0
Bradman,pr-Removable_Storage_Sony_DRX_500UL_DVD_RW_DRX_500UL,1045267200,5.0
Bradman,pr-ATI_RADEON_9800_PRO_128MB_Graphics_Card,1055894400,5.0
Bradman,pr-Motherboards_ABIT_NF7_S_ATX_Motherboard_NF7_S,1057795200,4.0
Bradman,Little_Handiworker_Electronic_Project_Workshop,1061424000,5.0
Bradman,HP_Pavillion_zd7040_Notebook,1071878400,4.0
Bradman,Hoover_Steam-Vac_V2_F7431-900,1073174400,4.0
Bradman,pr-Sony_Sony_Portable_DVD_Player-DVD,1077840000,4.0
Bradman,pr-Dell_Axim_X30_64MB_312MHz_Pocket_PC,1088812800,4.0
Bradman,pr-Sony_DVP-CX985V_DVD,1101168000,4.0
Bradman,pr-Nikon_D70_Digital_Camera,1105833600,5.0
Bradman,pr-Apple_iPod_Fourth_Gen_20_GB_MAC_PC-M9282LL_A_MP3_Player,1108771200,5.0
Bradman,SAMSUNG_SyncMaster_19_TFT_LCD_Flat_Panel_Monitor_930B,1114214400,5.0
Bradman,Sony_DSC_T7_Digital_Camera,1117152000,4.0
Bradman,Sony_VGN_T350P_L_PC_Notebook,1126828800,5.0
Bradman,hmgd-Dishwashers-Bosch-Bosch_Built-In_SHU43_Series_Dishwashers,1136678400,4.0
Bradman,ASUS_A8N_SLI_Premium_90M9B0PFG0EAYZ_Motherboard,1141603200,5.0
Bradman,Samsung_LN_S2651D_Television,1146441600,5.0
Bradman,2007_Mazda_MX_5_Miata,1182038400,5.0
Bradman,2007_Honda_Civic,1188691200,5.0
BrianCam,auto_Make-2001_Mazda_MX-5_Miata,980035200,5.0
BrianCam,auto_Make-2003_Saab_9_3,981158400,3.0
BrianCam,auto_Make-2001_Buick_Park_Avenue,981244800,4.0
BrianCam,auto_Make-2001_Mazda_Tribute_4WD,981849600,3.0
BrianCam,auto_Make-2001_Chevrolet_Malibu,982972800,3.0
BrianCam,auto_Make-2001_Pontiac_Firebird,984787200,3.0
BrianCam,auto_Make-2001_Chevrolet_Venture_Passenger,985392000,3.0
BrianCam,auto_Make-2001_Chevrolet_Corvette,987811200,5.0
BrianCam,auto_Make-2001_Kia_Rio,989625600,4.0
BrianCam,auto_Make-2001_Chevrolet_Tahoe,990835200,5.0
BrianCam,auto_Make-2001_Mitsubishi_Montero,993081600,2.0
BrianCam,auto_Make-2001_Mitsubishi_Eclipse,993254400,4.0
BrianCam,auto_Make-2001_Dodge_Stratus,993859200,4.0
BrianCam,auto_Make-2001_Isuzu_Rodeo,994118400,3.0
BrianCam,auto_Make-2001_Nissan_Sentra,995155200,4.0
BrianCam,auto_Make-2001_Cadillac_DeVille,996278400,5.0
BrianCam,auto_Make-2001_Kia_Optima,997142400,5.0
BrianCam,auto_Make-2001_Jaguar_XJ_Sedan,997833600,3.0
BrianCam,auto_Make-2002_Oldsmobile_Bravada,999475200,5.0
BrianCam,auto_Make-2002_Ford_Ranger,999993600,3.0
BrianCam,auto_Make-2001_Chrysler_300M,1001203200,4.0
BrianCam,auto_Make-2002_Lincoln_Blackwood,1005004800,3.0
BrianCam,auto_Make-2002_Subaru_Impreza,1005350400,5.0
BrianCam,auto_Make-2002_Toyota_Camry,1007078400,4.0
BrianCam,auto_Make-2002_Volkswagen_Beetle,1007510400,4.0
BrianCam,auto_Make-2002_Kia_Sedona,1007856000,4.0
BrianCam,auto_Make-2002_Lexus_GS_Sedan,1008633600,5.0
BrianCam,auto_Make-2002_Cadillac_Escalade,1009843200,4.0
BrianCam,Boston_Acoustics_TVee_Speaker_System_Black_Computer_Speakers,1011398400,4.0
BrianCam,auto_Make-2002_Lincoln_LS,1012089600,4.0
BrianCam,auto_Make-2002_Dodge_Ram_1500,1012694400,4.0
BrianCam,auto_Make-2002_Dodge_Durango_4WD,1013299200,3.0
BrianCam,auto_Make-2002_Jaguar_X_Type,1014422400,3.0
BrianCam,auto_Make-2002_Mercury_Cougar,1016150400,2.0
BrianCam,auto_Make-2002_Ford_Thunderbird,1016409600,4.0
BrianCam,auto_Make-2002_Lincoln_Continental,1018051200,3.0
BrianCam,auto_Make-2002_Hyundai_Sonata,1018137600,5.0
BrianCam,auto_Make-2002_Lexus_RX_300,1019347200,4.0
BrianCam,auto_Make-2002_Lexus_IS_300,1019952000,5.0
BrianCam,auto_Make-2002_Toyota_Highlander,1021161600,4.0
BrianCam,auto_Make-2003_Pontiac_Vibe,1021766400,4.0
BrianCam,auto_Make-2002_Land_Rover_Freelander,1023148800,3.0
BrianCam,auto_Make-2002_Nissan_Xterra,1023580800,2.0
BrianCam,Honda_Pilot_Cars,1024876800,4.0
BrianCam,auto_Make-2003_Subaru_Forester,1025740800,5.0
BrianCam,auto_Make-2002_Suzuki_Aerio,1025740800,4.0
BrianCam,auto_Make-2002_Mazda_MPV,1025740800,4.0
BrianCam,auto_Make-2002_Hyundai_Elantra,1027641600,5.0
CJsMommy,Growing_Smart_Farmyard,995846400,5.0
CJsMommy,Magna_Doodle_Travel_Size,998352000,3.0
CJsMommy,Little_People_Family_Van,1000684800,4.0
CJsMommy,Mountain_Figure_8_Set,1001376000,5.0
CJsMommy,Elmo_146_s_Musical_Keys,1002585600,5.0
CJsMommy,Lift_Hide_Bookcase_Storage_Chest_32724584,1004054400,5.0
CJsMommy,Tonka_Electronic_Chuck_Truckstop,1005091200,5.0
CJsMommy,Rolie_Polie_Olie_Zowie,1017619200,5.0
CJsMommy,Rolie_Polie_Olie_Olie,1017878400,5.0
CJsMommy,Brio_Fire_Station_Building_32530,1020729600,5.0
CJsMommy,Bright_Expressions_Click_Clack_Froggie_71296,1021248000,4.0
